"","year","county","pct_lbw","pct_lbw_aian","pct_lbw_asian","pct_lbw_biracial","pct_lbw_black","pct_lbw_hispanic","pct_lbw_nhopi","pct_lbw_white","tbr","tbr_aian","tbr_asian","tbr_biracial","tbr_black","tbr_hispanic","tbr_nhopi","tbr_white","num_hs_complete","pop_25plus","pct_hs_complete","num_some_college","pop_25_44","pct_some_college","pct_child_poverty","pct_child_poverty_aian","pct_child_poverty_asian","pct_child_poverty_black","pct_child_poverty_hispanic","pct_child_poverty_white","year_factor","county_factor","racial_data_available"
"236",2017,"DeKalb",9,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,813,17710,92,7365,17710,41.6,29,NA,NA,26,43,18,"2017","DeKalb","None/Limited"
"237",2017,"Elmore",9,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,987,22065,90,11766,22065,53.3,20,NA,NA,36,39,15,"2017","Elmore","None/Limited"
"238",2017,"Escambia",10,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,394,9426,84,3732,9426,39.6,32,NA,NA,43,NA,23,"2017","Escambia","None/Limited"
"239",2017,"Etowah",8,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,1230,25500,84,13529,25500,53.1,31,NA,NA,56,52,23,"2017","Etowah","None/Limited"
"240",2017,"Fayette",10,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,191,3795,93,1917,3795,50.5,29,NA,NA,77,NA,16,"2017","Fayette","None/Limited"
"241",2017,"Franklin",9,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,373,7918,93,3188,7918,40.3,32,NA,NA,28,NA,31,"2017","Franklin","None/Limited"
"242",2017,"Geneva",9,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,270,6341,94,2982,6341,47,35,NA,NA,71,61,34,"2017","Geneva","None/Limited"
"243",2017,"Greene",17,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,101,1799,88,816,1799,45.4,55,NA,NA,NA,NA,26,"2017","Greene","None/Limited"
"244",2017,"Hale",14,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,240,3295,86,1581,3295,48,39,NA,NA,53,NA,14,"2017","Hale","None/Limited"
"245",2017,"Henry",9,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,194,3885,93,2236,3885,57.6,28,NA,NA,31,NA,17,"2017","Henry","None/Limited"
"246",2017,"Houston",10,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,1083,26599,93,15210,26599,57.2,30,NA,NA,52,53,16,"2017","Houston","None/Limited"
"247",2017,"Jackson",9,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,587,12616,92,5531,12616,43.8,27,NA,NA,68,71,22,"2017","Jackson","None/Limited"
"248",2017,"Jefferson",11,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,7700,178226,89,119713,178226,67.2,26,NA,NA,42,49,10,"2017","Jefferson","None/Limited"
"249",2017,"Lamar",11,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,179,3187,88,1674,3187,52.5,34,NA,NA,52,NA,35,"2017","Lamar","None/Limited"
"250",2017,"Lauderdale",10,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,921,21284,95,12480,21284,58.6,24,NA,NA,47,49,21,"2017","Lauderdale","None/Limited"
"251",2017,"Lawrence",9,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,382,8088,92,4093,8088,50.6,26,NA,NA,25,NA,24,"2017","Lawrence","None/Limited"
"252",2017,"Lee",8,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,1698,40299,90,28374,40299,70.4,21,NA,NA,43,42,15,"2017","Lee","None/Limited"
"253",2017,"Limestone",10,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,927,24435,93,13439,24435,55,19,NA,NA,16,53,13,"2017","Limestone","None/Limited"
"254",2017,"Lowndes",14,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,141,2387,83,1014,2387,42.5,47,NA,NA,50,NA,2,"2017","Lowndes","None/Limited"
"255",2017,"Macon",13,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,202,3950,89,2206,3950,55.8,46,NA,NA,41,NA,24,"2017","Macon","None/Limited"
"256",2017,"Madison",10,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,4107,90437,92,65690,90437,72.6,19,NA,NA,37,39,9,"2017","Madison","None/Limited"
"257",2017,"Marengo",13,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,281,4469,97,2216,4469,49.6,35,NA,NA,53,NA,14,"2017","Marengo","None/Limited"
"258",2017,"Marion",9,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,331,7046,88,3684,7046,52.3,30,NA,NA,86,13,24,"2017","Marion","None/Limited"
"259",2017,"Marshall",8,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,1158,23750,92,11262,23750,47.4,33,NA,NA,53,58,25,"2017","Marshall","None/Limited"
"260",2017,"Mobile",12,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,4563,105784,86,62856,105784,59.4,27,NA,NA,44,23,15,"2017","Mobile","None/Limited"
"261",2017,"Monroe",16,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,300,4843,86,2059,4843,42.5,36,NA,NA,58,67,24,"2017","Monroe","None/Limited"
"262",2017,"Montgomery",12,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,2081,61558,79,37759,61558,61.3,34,NA,NA,43,57,9,"2017","Montgomery","None/Limited"
"263",2017,"Morgan",9,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,1451,30476,91,16394,30476,53.8,24,NA,NA,44,52,15,"2017","Morgan","None/Limited"
"264",2017,"Perry",13,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,113,1902,98,783,1902,41.2,54,NA,NA,63,NA,22,"2017","Perry","None/Limited"
"265",2017,"Pickens",12,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,202,4565,90,2156,4565,47.2,35,NA,NA,56,NA,15,"2017","Pickens","None/Limited"
"266",2017,"Pike",10,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,307,7615,88,4453,7615,58.5,36,NA,NA,47,8,17,"2017","Pike","None/Limited"
"267",2017,"Randolph",9,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,298,4940,95,2427,4940,49.1,32,NA,NA,35,NA,22,"2017","Randolph","None/Limited"
"268",2017,"Russell",10,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,664,16500,84,10449,16500,63.3,36,NA,NA,40,34,22,"2017","Russell","None/Limited"
"269",2017,"St. Clair",8,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,877,23167,90,12308,23167,53.1,18,NA,NA,37,39,20,"2017","St. Clair","None/Limited"
"270",2017,"Shelby",8,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,2074,56793,95,42006,56793,74,10,NA,NA,13,44,6,"2017","Shelby","None/Limited"
"271",2017,"Sumter",11,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,161,2513,93,1281,2513,51,44,NA,NA,70,NA,NA,"2017","Sumter","None/Limited"
"272",2017,"Talladega",12,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,882,20536,93,9673,20536,47.1,31,NA,NA,53,51,25,"2017","Talladega","None/Limited"
"273",2017,"Tallapoosa",14,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,505,9241,87,4365,9241,47.2,35,NA,NA,63,90,23,"2017","Tallapoosa","None/Limited"
"274",2017,"Tuscaloosa",11,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,1986,52080,85,32559,52080,62.5,25,NA,NA,45,36,11,"2017","Tuscaloosa","None/Limited"
"275",2017,"Walker",10,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,789,15530,91,8169,15530,52.6,31,NA,NA,50,58,28,"2017","Walker","None/Limited"
"276",2017,"Washington",10,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,240,3921,91,1651,3921,42.1,32,NA,NA,20,NA,30,"2017","Washington","None/Limited"
"277",2017,"Wilcox",14,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,146,2432,88,874,2432,35.9,49,NA,NA,60,NA,12,"2017","Wilcox","None/Limited"
"278",2017,"Winston",10,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,348,5516,90,2945,5516,53.4,29,NA,NA,NA,38,35,"2017","Winston","None/Limited"
"279",2018,"State Total",10,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,54493,1232780,89,734525,1232780,59.6,25,NA,NA,NA,NA,NA,"2018","State Total","Basic (3 groups)"
"280",2018,"Autauga",9,NA,NA,NA,13,NA,NA,7,28,NA,NA,NA,32,38,NA,27,706,14315,90,8867,14315,61.9,19,NA,NA,28,17,14,"2018","Autauga","Basic (3 groups)"
"281",2018,"Baldwin",8,NA,NA,NA,14,5,NA,8,32,NA,NA,NA,39,58,NA,29,2236,47361,85,30196,47361,63.8,18,NA,NA,41,10,15,"2018","Baldwin","Basic (3 groups)"
"282",2018,"Barbour",12,NA,NA,NA,16,5,NA,8,50,NA,NA,NA,51,82,NA,45,245,6948,86,2760,6948,39.7,40,NA,NA,66,65,11,"2018","Barbour","Basic (3 groups)"
"283",2018,"Bibb",11,NA,NA,NA,19,NA,NA,9,47,NA,NA,NA,35,NA,NA,51,262,6158,85,3068,6158,49.8,28,NA,NA,48,NA,20,"2018","Bibb","Basic (3 groups)"
"284",2018,"Blount",8,NA,NA,NA,14,7,NA,8,40,NA,NA,NA,47,37,NA,40,720,14018,91,7551,14018,53.9,19,NA,NA,15,57,21,"2018","Blount","Basic (3 groups)"
"285",2018,"Bullock",15,NA,NA,NA,17,7,NA,NA,66,NA,NA,NA,66,113,NA,42,121,2874,88,969,2874,33.7,46,NA,NA,NA,NA,NA,"2018","Bullock","Basic (3 groups)"
"286",2018,"Butler",12,NA,NA,NA,13,NA,NA,10,43,NA,NA,NA,41,NA,NA,47,235,4879,83,2060,4879,42.2,37,NA,NA,54,NA,21,"2018","Butler","Basic (3 groups)"
"287",2018,"Calhoun",9,NA,NA,NA,13,5,NA,7,40,NA,NA,NA,44,40,NA,38,1316,28798,92,16341,28798,56.7,26,NA,NA,60,30,18,"2018","Calhoun","Basic (3 groups)"
"288",2018,"Chambers",12,NA,NA,NA,17,NA,NA,8,55,NA,NA,NA,56,NA,NA,56,337,8019,85,3720,8019,46.4,33,NA,NA,47,NA,18,"2018","Chambers","Basic (3 groups)"
"289",2018,"Cherokee",9,NA,NA,NA,15,NA,NA,8,45,NA,NA,NA,NA,NA,NA,NA,280,5516,88,3065,5516,55.6,28,NA,NA,38,NA,21,"2018","Cherokee","Basic (3 groups)"
"290",2018,"Chilton",9,NA,NA,NA,17,6,NA,8,51,NA,NA,NA,42,65,NA,52,517,11708,86,4580,11708,39.1,26,NA,NA,50,57,25,"2018","Chilton","Basic (3 groups)"
"291",2018,"Choctaw",11,NA,NA,NA,15,NA,NA,8,34,NA,NA,NA,36,NA,NA,30,124,2795,88,1557,2795,55.7,33,NA,NA,45,NA,17,"2018","Choctaw","Basic (3 groups)"
"292",2018,"Clarke",13,NA,NA,NA,17,NA,NA,9,41,NA,NA,NA,43,NA,NA,38,380,5645,93,2200,5645,39,39,NA,NA,39,NA,17,"2018","Clarke","Basic (3 groups)"
"293",2018,"Clay",10,NA,NA,NA,20,NA,NA,8,43,NA,NA,NA,40,NA,NA,42,154,2970,93,1312,2970,44.2,28,NA,NA,34,36,16,"2018","Clay","Basic (3 groups)"
"294",2018,"Cleburne",9,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,201,3563,98,1663,3563,46.7,25,NA,NA,NA,90,24,"2018","Cleburne","Basic (3 groups)"
"295",2018,"Coffee",9,NA,NA,NA,16,8,NA,6,31,NA,NA,NA,37,73,NA,25,752,13294,96,8167,13294,61.4,21,NA,NA,39,37,19,"2018","Coffee","Basic (3 groups)"
"296",2018,"Colbert",10,NA,NA,NA,14,8,NA,10,39,NA,NA,NA,35,32,NA,41,627,13031,89,7045,13031,54.1,25,NA,NA,35,8,21,"2018","Colbert","Basic (3 groups)"
"297",2018,"Conecuh",13,NA,NA,NA,17,NA,NA,10,46,NA,NA,NA,50,NA,NA,40,91,2634,83,1021,2634,38.8,44,NA,NA,70,NA,22,"2018","Conecuh","Basic (3 groups)"
"298",2018,"Coosa",13,NA,NA,NA,20,NA,NA,10,44,NA,NA,NA,46,NA,NA,44,90,2497,83,1109,2497,44.4,29,NA,NA,44,NA,12,"2018","Coosa","Basic (3 groups)"
"299",2018,"Covington",10,NA,NA,NA,15,NA,NA,9,56,NA,NA,NA,48,NA,NA,59,453,8500,95,4591,8500,54,28,NA,NA,54,17,25,"2018","Covington","Basic (3 groups)"
"300",2018,"Crenshaw",9,NA,NA,NA,14,NA,NA,8,49,NA,NA,NA,32,154,NA,56,191,3218,93,1453,3218,45.2,29,NA,NA,28,NA,20,"2018","Crenshaw","Basic (3 groups)"
"301",2018,"Cullman",8,NA,NA,NA,NA,7,NA,8,47,NA,NA,NA,28,53,NA,47,954,19829,91,10369,19829,52.3,21,NA,NA,34,50,19,"2018","Cullman","Basic (3 groups)"
"302",2018,"Dale",8,NA,NA,NA,14,9,NA,6,36,NA,NA,NA,36,28,NA,38,517,13206,90,7866,13206,59.6,30,NA,NA,61,32,19,"2018","Dale","Basic (3 groups)"
"303",2018,"Dallas",13,NA,NA,NA,14,NA,NA,9,49,NA,NA,NA,53,NA,NA,32,507,9365,90,4415,9365,47.1,58,NA,NA,62,NA,31,"2018","Dallas","Basic (3 groups)"
"304",2018,"DeKalb",9,NA,NA,NA,NA,8,NA,9,47,NA,NA,NA,45,57,NA,45,813,17883,92,7821,17883,43.7,31,NA,NA,13,49,20,"2018","DeKalb","Basic (3 groups)"
"305",2018,"Elmore",9,NA,NA,NA,16,9,NA,7,33,NA,NA,NA,39,32,NA,31,987,22163,90,11607,22163,52.4,20,NA,NA,38,31,17,"2018","Elmore","Basic (3 groups)"
"306",2018,"Escambia",10,NA,NA,NA,15,NA,NA,7,54,NA,NA,NA,55,NA,NA,52,394,9328,84,3343,9328,35.8,31,NA,NA,50,12,23,"2018","Escambia","Basic (3 groups)"
"307",2018,"Etowah",8,NA,NA,NA,12,6,NA,8,44,NA,NA,NA,46,69,NA,42,1230,25302,84,13328,25302,52.7,27,NA,NA,47,48,22,"2018","Etowah","Basic (3 groups)"
"308",2018,"Fayette",10,NA,NA,NA,20,NA,NA,8,44,NA,NA,NA,43,NA,NA,46,191,3800,93,1992,3800,52.4,29,NA,NA,49,NA,19,"2018","Fayette","Basic (3 groups)"
"309",2018,"Franklin",9,NA,NA,NA,15,7,NA,10,49,NA,NA,NA,30,69,NA,45,373,7873,93,3317,7873,42.1,29,NA,NA,20,53,32,"2018","Franklin","Basic (3 groups)"
"310",2018,"Geneva",8,NA,NA,NA,17,NA,NA,7,50,NA,NA,NA,45,39,NA,53,270,6399,94,2858,6399,44.7,31,NA,NA,58,56,29,"2018","Geneva","Basic (3 groups)"
"311",2018,"Greene",15,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,101,1925,88,805,1925,41.8,49,NA,NA,68,NA,18,"2018","Greene","Basic (3 groups)"
"312",2018,"Hale",14,NA,NA,NA,17,NA,NA,9,39,NA,NA,NA,43,NA,NA,32,240,3265,86,1530,3265,46.9,35,NA,NA,48,NA,12,"2018","Hale","Basic (3 groups)"
"313",2018,"Henry",10,NA,NA,NA,16,NA,NA,7,37,NA,NA,NA,43,NA,NA,34,194,3883,93,2266,3883,58.4,29,NA,NA,34,NA,13,"2018","Henry","Basic (3 groups)"
"314",2018,"Houston",10,NA,NA,NA,16,6,NA,7,42,NA,NA,NA,60,57,NA,32,1083,26630,93,15544,26630,58.4,29,NA,NA,52,47,16,"2018","Houston","Basic (3 groups)"
"315",2018,"Jackson",9,NA,NA,NA,18,7,NA,9,44,NA,NA,NA,60,55,NA,43,587,12393,92,5351,12393,43.2,24,NA,NA,73,65,24,"2018","Jackson","Basic (3 groups)"
"316",2018,"Jefferson",11,NA,NA,NA,15,7,NA,8,34,NA,NA,NA,48,67,NA,18,7700,178291,89,120180,178291,67.4,22,NA,NA,40,46,10,"2018","Jefferson","Basic (3 groups)"
"317",2018,"Lamar",10,NA,NA,NA,16,NA,NA,9,44,NA,NA,NA,28,NA,NA,47,179,3158,88,1664,3158,52.7,27,NA,NA,69,81,32,"2018","Lamar","Basic (3 groups)"
"318",2018,"Lauderdale",10,NA,NA,NA,20,5,NA,9,25,NA,NA,NA,27,38,NA,24,921,21362,95,12392,21362,58,21,NA,NA,46,49,23,"2018","Lauderdale","Basic (3 groups)"
"319",2018,"Lawrence",8,NA,NA,NA,11,NA,NA,8,43,NA,NA,NA,37,55,NA,47,382,8147,92,4128,8147,50.7,24,NA,NA,35,NA,22,"2018","Lawrence","Basic (3 groups)"
"320",2018,"Lee",8,NA,NA,NA,13,6,NA,6,19,NA,NA,NA,34,34,NA,14,1698,40825,90,29251,40825,71.6,18,NA,NA,42,38,15,"2018","Lee","Basic (3 groups)"
"321",2018,"Limestone",9,NA,NA,NA,16,7,NA,8,28,NA,NA,NA,21,59,NA,27,927,24509,93,13576,24509,55.4,18,NA,NA,12,37,15,"2018","Limestone","Basic (3 groups)"
"322",2018,"Lowndes",15,NA,NA,NA,17,NA,NA,7,40,NA,NA,NA,NA,NA,NA,NA,141,2329,83,871,2329,37.4,58,NA,NA,56,NA,1,"2018","Lowndes","Basic (3 groups)"
"323",2018,"Macon",13,NA,NA,NA,15,NA,NA,8,24,NA,NA,NA,23,NA,NA,39,202,3968,89,2129,3968,53.7,45,NA,NA,40,39,25,"2018","Macon","Basic (3 groups)"
"324",2018,"Madison",10,NA,NA,NA,15,7,NA,8,23,NA,NA,NA,32,51,NA,17,4107,91143,92,67255,91143,73.8,18,NA,NA,37,43,8,"2018","Madison","Basic (3 groups)"
"325",2018,"Marengo",13,NA,NA,NA,16,NA,NA,9,35,NA,NA,NA,42,NA,NA,24,281,4489,97,2289,4489,51,37,NA,NA,56,NA,17,"2018","Marengo","Basic (3 groups)"
"326",2018,"Marion",9,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,331,6944,88,3699,6944,53.3,27,NA,NA,NA,NA,NA,"2018","Marion","Basic (3 groups)"
"327",2018,"Marshall",8,NA,NA,NA,13,7,NA,8,50,NA,NA,NA,48,101,NA,42,1158,23749,92,11711,23749,49.3,32,NA,NA,57,59,25,"2018","Marshall","Basic (3 groups)"
"328",2018,"Mobile",12,NA,NA,NA,16,9,NA,9,42,NA,NA,NA,54,29,NA,33,4563,106149,86,64095,106149,60.4,30,NA,NA,45,32,15,"2018","Mobile","Basic (3 groups)"
"329",2018,"Monroe",14,NA,NA,NA,18,NA,NA,10,45,NA,NA,NA,49,NA,NA,40,300,4813,86,2030,4813,42.2,35,NA,NA,60,NA,20,"2018","Monroe","Basic (3 groups)"
"330",2018,"Montgomery",12,NA,NA,NA,15,6,NA,8,40,NA,NA,NA,47,128,NA,16,2081,62456,79,38869,62456,62.2,29,NA,NA,40,55,9,"2018","Montgomery","Basic (3 groups)"
"331",2018,"Morgan",9,NA,NA,NA,14,6,NA,8,42,NA,NA,NA,55,88,NA,35,1451,30098,91,16203,30098,53.8,23,NA,NA,47,52,13,"2018","Morgan","Basic (3 groups)"
"332",2018,"Perry",14,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,44,NA,NA,12,113,1829,98,879,1829,48.1,52,NA,NA,68,NA,39,"2018","Perry","Basic (3 groups)"
"333",2018,"Pickens",13,NA,NA,NA,18,NA,NA,8,38,NA,NA,NA,45,NA,NA,28,202,4725,90,2557,4725,54.1,37,NA,NA,61,NA,14,"2018","Pickens","Basic (3 groups)"
"334",2018,"Pike",10,NA,NA,NA,15,NA,NA,7,22,NA,NA,NA,30,NA,NA,15,307,7777,88,4546,7777,58.5,37,NA,NA,55,9,13,"2018","Pike","Basic (3 groups)"
"335",2018,"Randolph",10,NA,NA,NA,17,NA,NA,8,42,NA,NA,NA,41,58,NA,42,298,5022,95,2440,5022,48.6,35,NA,NA,48,NA,22,"2018","Randolph","Basic (3 groups)"
"336",2018,"Russell",10,NA,NA,NA,15,7,NA,7,50,NA,NA,NA,47,30,NA,56,664,16625,84,10415,16625,62.6,28,NA,NA,41,33,24,"2018","Russell","Basic (3 groups)"
"337",2018,"St. Clair",9,NA,NA,NA,15,8,NA,8,36,NA,NA,NA,32,33,NA,37,877,22987,90,12495,22987,54.4,17,NA,NA,20,23,16,"2018","St. Clair","Basic (3 groups)"
"338",2018,"Shelby",7,NA,NA,NA,12,6,NA,7,17,NA,NA,NA,17,57,NA,15,2074,56593,95,42152,56593,74.5,10,NA,NA,18,40,6,"2018","Shelby","Basic (3 groups)"
"339",2018,"Sumter",12,NA,NA,NA,13,NA,NA,5,28,NA,NA,NA,NA,NA,NA,NA,161,2702,93,1363,2702,50.4,44,NA,NA,NA,NA,NA,"2018","Sumter","Basic (3 groups)"
"340",2018,"Talladega",12,NA,NA,NA,15,10,NA,10,38,NA,NA,NA,33,40,NA,42,882,20283,93,9701,20283,47.8,25,NA,NA,48,51,21,"2018","Talladega","Basic (3 groups)"
"341",2018,"Tallapoosa",14,NA,NA,NA,20,NA,NA,11,48,NA,NA,NA,51,NA,NA,47,505,9171,87,4200,9171,45.8,30,NA,NA,70,NA,24,"2018","Tallapoosa","Basic (3 groups)"
"342",2018,"Tuscaloosa",11,NA,NA,NA,16,8,NA,8,24,NA,NA,NA,38,74,NA,14,1986,53313,85,34254,53313,64.3,22,NA,NA,40,33,9,"2018","Tuscaloosa","Basic (3 groups)"
"343",2018,"Walker",10,NA,NA,NA,20,NA,NA,10,51,NA,NA,NA,36,71,NA,52,789,15494,91,7840,15494,50.6,30,NA,NA,56,47,27,"2018","Walker","Basic (3 groups)"
"344",2018,"Washington",11,NA,NA,NA,13,NA,NA,9,35,NA,NA,NA,47,NA,NA,30,240,3856,91,1741,3856,45.2,27,NA,NA,25,NA,37,"2018","Washington","Basic (3 groups)"
"345",2018,"Wilcox",13,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,46,NA,NA,25,146,2511,88,859,2511,34.2,49,NA,NA,59,NA,12,"2018","Wilcox","Basic (3 groups)"
"346",2018,"Winston",10,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,348,5477,90,3034,5477,55.4,25,NA,NA,NA,31,33,"2018","Winston","Basic (3 groups)"
"347",2019,"State Total",10,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,54917,1229722,89,736170,1229722,60,24,NA,NA,NA,NA,NA,"2019","State Total","Basic (3 groups)"
"348",2019,"Autauga",8,NA,NA,NA,13,NA,NA,7,27,NA,NA,NA,30,27,NA,26,660,14298,90,8701,14298,61,19,NA,NA,39,16,15,"2019","Autauga","Basic (3 groups)"
"349",2019,"Baldwin",8,NA,NA,NA,15,5,NA,8,30,NA,NA,NA,35,49,NA,28,2207,48116,86,31821,48116,66,15,NA,NA,34,10,14,"2019","Baldwin","Basic (3 groups)"
"350",2019,"Barbour",11,NA,NA,NA,14,NA,NA,8,45,NA,NA,NA,45,59,NA,44,312,6956,81,2558,6956,37,50,NA,NA,63,59,17,"2019","Barbour","Basic (3 groups)"
"351",2019,"Bibb",11,NA,NA,NA,18,NA,NA,9,45,NA,NA,NA,29,NA,NA,50,271,6212,84,3007,6212,48,27,NA,NA,43,9,23,"2019","Bibb","Basic (3 groups)"
"352",2019,"Blount",8,NA,NA,NA,NA,7,NA,8,36,NA,NA,NA,44,33,NA,36,689,13831,93,7526,13831,54,19,NA,NA,2,57,20,"2019","Blount","Basic (3 groups)"
"353",2019,"Bullock",14,NA,NA,NA,16,6,NA,NA,55,NA,NA,NA,56,NA,NA,39,121,2784,70,936,2784,34,48,NA,NA,NA,NA,NA,"2019","Bullock","Basic (3 groups)"
"354",2019,"Butler",12,NA,NA,NA,15,NA,NA,10,42,NA,NA,NA,41,NA,NA,46,239,4872,82,1873,4872,38,33,NA,NA,48,NA,18,"2019","Butler","Basic (3 groups)"
"355",2019,"Calhoun",9,NA,NA,NA,14,6,NA,8,37,NA,NA,NA,41,37,NA,36,1402,28921,92,16636,28921,58,24,NA,NA,52,29,17,"2019","Calhoun","Basic (3 groups)"
"356",2019,"Chambers",12,NA,NA,NA,18,NA,NA,9,50,NA,NA,NA,51,NA,NA,48,327,7832,86,3692,7832,47,30,NA,NA,38,75,16,"2019","Chambers","Basic (3 groups)"
"357",2019,"Cherokee",8,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,314,5503,95,2755,5503,50,25,NA,NA,22,13,20,"2019","Cherokee","Basic (3 groups)"
"358",2019,"Chilton",9,NA,NA,NA,17,6,NA,8,49,NA,NA,NA,35,61,NA,51,602,11423,88,4432,11423,39,23,NA,NA,43,47,24,"2019","Chilton","Basic (3 groups)"
"359",2019,"Choctaw",11,NA,NA,NA,14,NA,NA,8,30,NA,NA,NA,34,NA,NA,27,117,2780,79,1536,2780,55,35,NA,NA,55,NA,14,"2019","Choctaw","Basic (3 groups)"
"360",2019,"Clarke",13,NA,NA,NA,18,NA,NA,8,41,NA,NA,NA,44,NA,NA,37,385,5555,91,2148,5555,39,32,NA,NA,45,NA,15,"2019","Clarke","Basic (3 groups)"
"361",2019,"Clay",10,NA,NA,NA,19,NA,NA,8,42,NA,NA,NA,30,NA,NA,43,157,2998,90,1224,2998,41,26,NA,NA,34,92,16,"2019","Clay","Basic (3 groups)"
"362",2019,"Cleburne",9,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,203,3512,98,1753,3512,50,22,NA,NA,58,83,25,"2019","Cleburne","Basic (3 groups)"
"363",2019,"Coffee",8,NA,NA,NA,15,8,NA,6,30,NA,NA,NA,36,72,NA,24,735,13112,93,7932,13112,60,25,NA,NA,42,38,19,"2019","Coffee","Basic (3 groups)"
"364",2019,"Colbert",10,NA,NA,NA,14,8,NA,9,34,NA,NA,NA,30,29,NA,36,585,12976,92,7273,12976,56,22,NA,NA,31,18,21,"2019","Colbert","Basic (3 groups)"
"365",2019,"Conecuh",14,NA,NA,NA,18,NA,NA,11,41,NA,NA,NA,46,NA,NA,35,107,2551,80,883,2551,35,43,NA,NA,61,NA,14,"2019","Conecuh","Basic (3 groups)"
